"an","aff_str","ror_ids","match_status","Unnamed: 4","ror_names"
"7349802","UR Analysis and Control of PDEs, UR13ES64, Department of Mathematics, Faculty of Sciences of Monastir University of Monastir","00nhtcg76","TP","","University of Monastir"
"7349802","UR Analyse Non-Linéaire Et Géométrie, UR13ES32, Department of Mathematics, Faculty of Sciences of Tunis University of Tunis El-Manar","029cgt552","TP","","Tunis El Manar University"
"7369901","Department of System Analysis and Information Technologies Kazan Federal University","05256ym39","TP","","Kazan Federal University"
"7369902","Department of Engineering ``Enzo Ferrari'' University of Modena and Reggio Emilia","02d4c4y02","TP","","University of Modena and Reggio Emilia"
"7381845","School of Mathematics, South China University of Technology","0530pts50","TP","","South China University of Technology"
"7381845","Department of Applied Mathematics, Hong Kong Polytechnic University","0030zas98","TP","","Hong Kong Polytechnic University"
"7381845","School of Applied Mathematics, Guangdong University of Technology","04azbjn80","TP","","Guangdong University of Technology"
"7395021","Department of Mathematics Åbo Akademi University","029pk6x14","TP","","Åbo Akademi University"
"7395021","School of Mathematics and Statistics Lingnan Normal University","01h6ecw13","TP","","Lingnan Normal University"
"7411988","Leibniz Universität Hannover, Institut für Differentialgeometrie, Welfengarten 1, 30167 Hannover, Germany","0304hq317","TP","","Leibniz University Hannover"
"7415945","Department of Mathematics, University of Oviedo","006gksa02","TP","","Universidad de Oviedo"
"7443109","School of Mathematical Science, Heilongjiang University","04zyhq975","TP","","Heilongjiang University"
"7443109","Graduate School of System Informatics, Kobe University","03tgsfw79","TP","","Kobe University"
"7443109","Department of Mathematics and Information Science, North Minzu University","05xjevr11","TP","","North Minzu University"
"7443436","School of Economics University of Queensland","00rqy9422","TP","","The University of Queensland"
"7443436","Department of Economics Johns Hopkins University","00za53h95","TP","","Johns Hopkins University"
"7443437","Department of Economics University of Oslo","01xtthb56","TP","","University of Oslo"
"7443437","Department of Economics Cornell University","05bnh6r87","TP","","Cornell University"
"7443438","Tel Aviv University","04mhzgx49","TP","","Tel Aviv University"
"7443438","INSEAD","05ynf4333","FP_wrong","","INSEAD"
"7443438","Ben-Gurion University of the Negev","05tkyf982","TP","","Ben-Gurion University of the Negev"
"7443439","Tepper School of Business Carnegie Mellon University","05x2bcf33","TP","","Carnegie Mellon University"
"7443439","Department of Economics University of Kansas","001tmjg57","TP","","University of Kansas"
"7443441","Department of Economics, Royal Holloway College University of London","04g2vpn86","TP","","Royal Holloway University of London"
"7467968","University of Chile, Chile","047gc3g35","TP","","University of Chile"
"7467968","University of Concepción, Chile","0460jpj73","TP","","University of Concepción"
"7467969","Naval Postgraduate School, Monterey, CA","033yfkj90","TP","","Naval Postgraduate School"
"7467970","Intel Corp., Meudon, France","04dree482","FP_wrong","","Euro Inter"
"7467970","CEA, Gif sur Yvette, France","00jjx8s55","TP","","Commissariat à l'Énergie Atomique et aux Énergies Alternatives"
"7467970","Université Paris-Saclay, UVSQ, Li-PaRAD, Guyancourt, France","03xjwb503","TP","","Université Paris-Saclay"
"7467970","Université Paris-Saclay, UVSQ, Li-PaRAD, Guyancourt, France","03mkjjy25","TP","","Université de Versailles Saint-Quentin-en-Yvelines"
"7467970","Université Paris-Saclay, UVSQ, Li-PaRAD, Guyancourt, France","03xjwb503","TP","","Université Paris-Saclay"
"7467970","Université Paris-Saclay, UVSQ, Li-PaRAD, Guyancourt, France","03mkjjy25","TP","","Université de Versailles Saint-Quentin-en-Yvelines"
"7467970","TriScale innov, Palaiseau, France","","TN","",""
"7467970","EDF R&D--PERICLES, Palaiseau, France","03wb8xz10","TP","","Électricité de France (France)"
"7467971","Akdeniz University, Antalya, Turkey","01m59r132","TP","","Akdeniz University"
"7467974","Departamento de Informática de Sistemas y Computadores, Universitat Politècnica de València, Spain","01460j859","TP","","Universitat Politècnica de València"
"7467974","Karlsruhe Institute of Technology, Germany","04t3en479","TP","","Karlsruhe Institute of Technology"
"7467974","Karlsruhe Institute of Technology, Germany and University of Tennessee, Knoxville, Tennessee, USA","04t3en479","TP","","Karlsruhe Institute of Technology"
"7467974","Karlsruhe Institute of Technology, Germany and University of Tennessee, Knoxville, Tennessee, USA","020f3ap87","TP","","University of Tennessee at Knoxville"
"7467974","Departamento de Ingeniería y Ciencia de Computadores, Universidad Jaime I, Spain","02ws1xc11","TP","","Universitat Jaume I"
"7470720","Department of Automation, North China Electric Power University, Beijing, People's Republic of China","04qr5t414","TP","","North China Electric Power University"
"7470720","College of Computer and Information Engineering, Beijing Technology and Business University, Beijing, People's Republic of China","013e0zm98","TP","","Beijing Technology and Business University"
"7470720","College of Mathematical Science, University of Electronic Science and Technology of China, Chengdu, People's Republic of China","04qr3zq92","TP","","University of Electronic Science and Technology of China"
"7470720","College of Science, Henan Institute of Engineering, Zhengzhou, People's Republic of China","03zj2rn70","FP_wrong","","Hunan Institute of Engineering"
"7470721","School of Electrical Engineering, Chungbuk National University, Cheongju, South Korea","02wnxgj78","TP","","Chungbuk National University"
"7470721","Department of Applied Mathematics, Bharathiar University, Coimbatore, India","04fht8c22","TP","","Bharathiar University"
"7470721","Department of Mathematics, Sungkyunkwan University, Suwon, South Korea","04q78tk20","TP","","Sungkyunkwan University"
"7470721","Department of Mathematics, Anna University Regional Campus, Coimbatore, India","057qyqy03","TP","","Anna University Regional Campus, Coimbatore"
"7470724","Electrical Engineering Department, University of Sharjah, Sharjah, United Arab Emirates","00engpz63","TP","","University of Sharjah"
"7470724","Center of Excellence in Intelligent Engineering Systems (CEIES), King Abdulaziz University, Jeddah, Saudi Arabia","02ma4wv74","TP","","King Abdulaziz University"
"7470724","Laboratoire de Conception et Conduite des Systèmes de Production, University Mouloud Mammeri, Tizi Ouzou, Algeria","050ktqq97","TP","","Mouloud Mammeri University of Tizi-Ouzou"
"7470843","School of Engineering and Sciences, Tecnologico de Monterrey, Monterrey, Mexico","03ayjn504","TP","","Tecnológico de Monterrey"
"7473177","Department of Mathematics, University of Chicago","024mw5h28","TP","","University of Chicago"
"7510780","Santa Clara University","03ypqe447","TP","","Santa Clara University"
"7510780","North Carolina State University","04tj63d06","TP","","North Carolina State University"
"7510782","College of Mathematics and System Science, Xinjiang University","059gw8r13","TP","","Xinjiang University"
"7533551","Institute for Problems of Mechanical Engineering, Russian Academy of Sciences — a branch of the Federal State Budget Scientific Institution ``Federal Research Center of the Institute for Applied Physics, RAS''","03vqakm84;049ecjx61","FP_wrong","","Institute of Mining;A.V. Shubnikov Institute of Crystallography"
"7533840","Euler Institute, Università della Svizzera italiana","03c4atk17","TP","","Università della Svizzera italiana"
"7563650","Department of Mechanical Engineering, University of Victoria","04s5mat29","TP","","University of Victoria"
"7563650","Key Laboratory of Smart Manufacturing in Energy Chemical Process, Ministry of Education, East China University of Science and Technology","01vyrm377","TP","","East China University of Science and Technology"
"7588400","Department of Mathematics, Imperial College, London, UK","041kmwe10","TP","","Imperial College London"
"7588400","IBILCE-UNESP, CEP 15054-000, S. J. Rio Preto, São Paulo, Brazil (e-mail: mra.gouveia@unesp.br)","04q9me654;03gpapx10","FP_wrong","","Fleury S.A. (Brazil);Rio Branco Institute"
"7603384","School of Science, Chongqing University of Technology","04vgbd477","TP","","Chongqing University of Technology"
"7610603","Department of Statistics, State University of Paraíba, Rua Baraúnas, No. 351, Bodocongó, Campina Grande/PB 58109-753, Campina Grande, Paraíba, Brazil","02cm65z11","TP","","Universidade Estadual da Paraíba"
"7610603","Department of Statistics and Informatics, Federal Rural University of Pernambuco, Rua Dom Manoel de Medeiros s/n, Dois Irmãos 52171-900, Recife/PE, Brazil","02ksmb993","TP","","Universidade Federal Rural de Pernambuco"
"7610604","Federal Institute of Paraíba, Campus Sousa (São Gonçalo), Rua Pedro Antunes s/n, São Gonçalo 58814-000, São Gonçalo Sousa/PB, Brazil","03bk74w21","FP_wrong","","Instituto Federal de Educação, Ciência e Tecnologia de Brasília"
"7610604","Department of Statistics, State University of Paraíba, Rua Baraúnas No. 351, Bodocongó, Campina Grande/PB 58109-753, Campina Grande, Paraíba, Brazil","02cm65z11","TP","","Universidade Estadual da Paraíba"
"7610604","Department of Statistics and Informatics, Federal Rural University of Pernambuco, Rua Dom Manoel de Medeiros s/n, Dois Irmãos 52171-900, Recife/PE, Brazil","02ksmb993","TP","","Universidade Federal Rural de Pernambuco"
"7623979","School of Mathematical Sciences, Tiangong University","00xsr9m91","TP","","Tiangong University"
"7624884","Univ. Lille, CNRS, Centrale Lille, ISEN, Univ. Valenciennes, UMR 8520 - IEMN","02kzqn938;00675rp98;01x441g73;017h2rd72;01wzvw032","FP_partial","","Centre National pour la Recherche Scientifique et Technique (CNRST);Université de Valenciennes et du Hainaut-Cambrésis;École Centrale de Lille;Université de Lille;Institut Supérieur de l'Électronique et du Numérique"
"7624884","St. Petersburg State University","023znxa73","TP","","St Petersburg University"
"7624884","Univ. Lille, CNRS, Centrale Lille, UMR 9189 CRIStAL - Centre de Recherche en Informatique, Signal et Automatique de Lille","02kzqn938;00675rp98;01x441g73;01f1amm71","FP_partial","","Centre National pour la Recherche Scientifique et Technique (CNRST);Université de Lille;École Centrale de Lille;Laboratoire Traitement du Signal et de l'Image"
"7624885","Department of Electrical Engineering, School of Engineering, São Paulo State University (UNESP)","00987cb86","TP","","Universidade Estadual Paulista (Unesp)"
"7624885","St. Petersburg State University","023znxa73","TP","","St Petersburg University"
"7624885","Academic Department of Electrical, Federal Technological University of Paraná (UTFPR)","002v2kq79","TP","","Universidade Tecnológica Federal do Paraná"
"7624886","Electronics and Electrical Communication Engineering, Cairo University","03q21mh05","TP","","Cairo University"
"7624886","St. Petersburg State University","023znxa73","TP","","St Petersburg University"
"7624886","Department of Electrical and Power Engineering, Moi University","04p6eac84","TP","","Moi University"
"7624886","Department of Electrical \& Power Engineering, Polytechnic University of Mongo","00bgk9508","FP_wrong","","Polytechnic University of Turin"
"7624886","Department of Electrical and Power Engineering, Technical University of Mombasa","01grm2d66","TP","","Technical University of Mombasa"
"7624886","Department of Electrical Engineering, Institute for Basic Sciences, Technology and Innovations, Pan African University","04r9gvy43","FP_wrong","","Pan-African University"
"7624888","Institute of Control and Computation Engineering, University of Zielona Góra","04fzm7v55","TP","","University of Zielona Góra"
"7624888","Hochschule Ravensburg-Weingarten","00s4rmz74","TP","","University of Applied Sciences Ravensburg-Weingarten"
"7624888","St. Petersburg State University","023znxa73","TP","","St Petersburg University"
"7628437","Faculty of Chemical Engineering, Technion-Israel Institute of Technology, Haifa 3200003, Israel","03qryx823","TP","","Technion – Israel Institute of Technology"
"7628437","Faculty of Aerospace Engineering, Technion-Israel Institute of Technology, Haifa 3200003, Israel","03qryx823","TP","","Technion – Israel Institute of Technology"
"7656049","Department of Mathematics and Statistics, University of Regina Regina, SK, Canada S4S 0A2, Canada","03dzc0485","TP","","University of Regina"
"7658250","LAAS, Univ. Toulouse, CNRS","03mq68c95;00675rp98","FP_wrong","","Tokoha Gakuen University;Centre National pour la Recherche Scientifique et Technique (CNRST)"
"7658250","IMT, Univ. Toulouse, INSA Toulouse","03mq68c95;01h8pf755","FP_partial","","Tokoha Gakuen University;Institut National des Sciences Appliquées de Toulouse"
"7658250","Univ. Bordeaux, CNRS, Bordeaux INP, IMB, UMR 5251","03mq68c95;00675rp98;054qv7y42","FP_partial","","Tokoha Gakuen University;Centre National pour la Recherche Scientifique et Technique (CNRST);Institut Polytechnique de Bordeaux"
"7666423","Orange Labs, Applied Crypto Group","","TN","",""
"7666423","Univ Rennes, CNRS, IRMAR - UMR 6625","015m7wh34;00675rp98","FP_partial","","Université de Rennes;Centre National pour la Recherche Scientifique et Technique (CNRST)"
"7687709","School of Mathematical Sciences, Beijing Normal University","022k4wk35","TP","","Beijing Normal University"
"7687709","Department of Mathematics, Rutgers University","05vt9qd57","TP","","Rutgers, The State University of New Jersey"
"7687709","Department of Mathematics, University of Florida","02y3ad647","TP","","University of Florida"
"7691034","University Hassan II","03cdvht47","FP_wrong","","Université Hassan 1er"
"7724483","Department of Applied Mathematics, University Politehnica of Bucharest, Faculty of Applied Sciences","0558j5q12","TP","","Universitatea Națională de Știință și Tehnologie Politehnica București"
"7731307","School of Mathematics and Computational Science, Hunan Key Laboratory for Computation and Simulation in Science and Engineering, Xiangtan University","00xsfaz62","TP","","Xiangtan University"
"7731307","College of Information and Intelligence, Hunan Agricultural University","01dzed356","TP","","Hunan Agricultural University"
"7731307","School of Mathematical Sciences, South China Normal University","041hzs681","FP_wrong","","Chuncheon National University of Education"
"7733893","Universitat Politècnica de València, Instituto de Matemática Multidisciplinar","01460j859","TP","","Universitat Politècnica de València"
"7733893","School of Mathematical Sciences, Qufu Normal University","03ceheh96","TP","","Qufu Normal University"
"7733893","Faculty of Mathematics and Physics, Huaiyin Institute of Technology","0555ezg60","TP","","Huaiyin Institute of Technology"
"7736286","College of Mathematics and Information Science, Henan Normal University","00s13br28","TP","","Henan Normal University"
"7736286","Institute of Mathematics, University of Zielona Góra","04fzm7v55","TP","","University of Zielona Góra"
"7767795","Department of Mathematics, Tulane University","04vmvtb21","TP","","Tulane University"
"7767795","RICAM, Austrian Academy of Sciences","05a94k872","TP","","Johann Radon Institute for Computational and Applied Mathematics"
"7767795","RICAM, Austrian Academy of Sciences","03anc3s24","TP","","Austrian Academy of Sciences"
"7798483","Department of Mathematics, Periyar University","05crs8s98","TP","","Periyar University"
"7799176","Department of Mathematics, Beijing Jiaotong University","01yj56c84","TP","","Beijing Jiaotong University"
"7799176","School of Mathematics and Statistics, Ningbo University","03et85d35","TP","","Ningbo University"
"7804933","Lomonosov Moscow State University (Moscow)","010pmpe69","TP","","Lomonosov Moscow State University"
"7840114","Department of Mathematics, Faculty of Science, Cairo University","03q21mh05","TP","","Cairo University"
"7885918","Univ. Orléans, INSA Centre Val de Loire","01wzvw032;03y0qc033","FP_partial","","Université de Valenciennes et du Hainaut-Cambrésis;Institut National des Sciences Appliquées Centre Val de Loire"
"7890231","State University of Aerospace Instrumentation, St. Petersburg","02q3q8311","FP_wrong","","State University of Infrastructure and Technologies"
"7890231","Institute of Physics of National Academy of Sciences of Belarus","02j8pe645","TP","","National Academy of Sciences of Belarus"
"7890231","Mozyr State Pedagogical University","04jtrvy64","TP","","Mozyr State Pedagogical University named after I.P.Shamyakin"
"7890232","Belarusian State University of Informatics and Radioelectronics, Minsk","02sehzp52","TP","","Belarusian State University of Informatics and Radioelectronics"
"7890233","Francisk Skorina Gomel State University","03h5rdc49","TP","","Francisk Skorina Gomel State University"
"7890234","Yanka Kupala State University of Grodno","03q92e557","TP","","Yanka Kupala State University of Grodno"
"7890237","Belarusian State University of Informatics and Radioelectronics, Minsk","02sehzp52","TP","","Belarusian State University of Informatics and Radioelectronics"
"7890238","Francisk Skorina Gomel State University","03h5rdc49","TP","","Francisk Skorina Gomel State University"
"7899952","School of Civil Engineering and Mechanics, Yanshan University","02txfnf15","TP","","Yanshan University"
"7899952","School of Mechanics and Aerospace Engineering, Southwest Jiaotong University","00hn7w693","TP","","Southwest Jiaotong University"
"7919072","Dip. Matematica e Informatica, Università di Firenze","01swzsf04","FP_wrong","","University of Geneva"
"7919072","Dipartimento di Matematica “F. Brioschi”, Politecnico di Milano","01nffqt88","TP","","Politecnico di Milano"
"7919097","Instituto de Matemática e Estatística, UFF","02rjhbb08","TP","","Universidade Federal Fluminense"
"7935781","Fakultät für Mathematik, Universität Bielefeld","02hpadn98","TP","","Bielefeld University"
"7935781","Academy for Mathematics and Systems Science, CAS","18786988","FP_wrong","","Centre Automatique et Systèmes"
"7935781","Bielefeld University","02hpadn98","TP","","Bielefeld University"
"7935781","Fudan University","013q1eq08","TP","","Fudan University"
"7959798","Department of Mathematics, Faculty of Science, Sivas Cumhuriyet University, Sivas, Türkiye","04f81fm77","TP","","Sivas Cumhuriyet Üniversitesi"
"8001227","Faculté des Sciences de Tunis, LR11ES11 Laboratoire d'Analyse Mathématiques et Applications, Université de Tunis El Manar, Tunis, Tunisie","029cgt552","TP","","Tunis El Manar University"
"8005424","División Académica de Ciencias Básicas, Universidad Juárez Autónoma de Tabasco","04ee58018","TP","","Universidad Juárez Autónoma de Tabasco"
"8011472","Università di Bologna, Bologna, Italy","01111rn36","TP","","University of Bologna"
"8011472","Inria Sophia Antipolis, Valbonne, France","01nzkaw91","TP","","Research Centre Inria Sophia Antipolis - Méditerranée"
"8011472","University of Glasgow, Glasgow, United Kingdom","00vtgdb53","TP","","University of Glasgow"
"8011473","Unaffiliated, Hamilton Township, USA","","TN","",""
"8011473","Northeastern University, Boston, USA","04t5xt781","TP","","Northeastern University"
"8011473","Unaffiliated, Boston, USA","","TN","",""
"8011485","Leiden University, Leiden, Netherlands","027bh9e22","TP","","Leiden University"
"8011485","University of Amsterdam, Amsterdam, Netherlands","04dkp9463","TP","","University of Amsterdam"
"7198962","Industrial Engineering Department Ozyegin University","01jjhfr75","TP","","Özyeğin University"
"7198962","Business Information Technology Virginia Polytechnic Institute and State University","02smfhw86","TP","","Virginia Tech"
"7198963","Dept. de Matemáticas para la Economía y la Empresa Universitat de València","043nxc105","TP","","Universitat de València"
"7198964","Centre for Management Studies Instituto Superior Técnico (CEG-IST), Universidade de Lisboa","05dx9nr48","FP_wrong","","Centro de Filosofia"
"7198964","Centre for Mathematics and Applications, Faculdade de Ciências e Tecnologia (CMA-FCT) Universidade Nova de Lisboa","02xankh89","TP","","Universidade Nova de Lisboa"
"7198964","Business Research Unit ISCTE (BRU-ISCTE), Instituto Universitário de Lisboa","14837179","TP","","Iscte – Instituto Universitário de Lisboa"
"7198965","CIRRELT HEC Montréal","","FN","",""
"7198965","Logistics-Management Department Helmut Schmidt University","04e8jbs38","TP","","Helmut Schmidt University"
"7198966","Information Technology Laboratory U.S. Army Engineer Research and Development Center","","FN","",""
"7198966","Department of Industrial and Systems Engineering Mississippi State University","0432jq872","TP","","Mississippi State University"
"7198967","Universidade de Vigo","05rdf8595","TP","","Universidade de Vigo"
"7198968","Operations Research Group, Institute of Management and Economics Clausthal University of Technology","04qb8nc58","TP","","Clausthal University of Technology"
"7198968","Operations Research Group, Institute of Business Economics and Information Systems University of Hildesheim","02f9det96","TP","","University of Hildesheim"
"7198969","Department of Mathematical Sciences University of Essex","02nkf1q06","TP","","University of Essex"
"7198969","Department of Mathematics, College of Education for Pure Sciences Al-Muthanna University","03877wr45","TP","","Al-Muthanna University"
"7198970","McCombs School of Business The University of Texas at Austin","00hj54h04","TP","","The University of Texas at Austin"
"7198970","Industrial Engineering Department Bilkent University","02vh8a032","TP","","Bilkent University"
"7198973","Dipartimento di Matematica, Politecnico di Milano, Piazza Leonardo da Vinci 32, 20133Milano, Italy","01nffqt88","TP","","Politecnico di Milano"
"7198974","Department of Mathematics, University of Wisconsin Madison, Van Vleck Hall, 480 Lincoln Drive, Madison, Wisconsin 53706, USA","01y2jtd41","TP","","University of Wisconsin–Madison"
"7198974","Graduate School of Mathematical Sciences, University of Tokyo 3-8-1 Komaba, Meguro-ku, Tokyo, 153-8914, Japan","057zh3y96","TP","","The University of Tokyo"
"7198977","Laboratoire Paul Painlevé, Université de Lille, CNRS, UMR 8524, F-59655 Villeneuve d’Ascq, France","0546v5182;052ahj806","FP_partial","","Université de Lille;Centre de Génétique Moléculaire"
"7198978","Institute of Mathematics and Informatics, Bulgarian Academy of Sciences, Acad. G. Bonchev street, Bloc 8, 1113 Sofia, Bulgaria","01x8hew03","TP","","Bulgarian Academy of Sciences"
"7198979","Institute of Stochastics, Helmholtzstraße 18, 89081 Ulm, Germany","","TN","",""
"7198980","Department of Mathematics, University of Jena, Ernst-Abbe-Platz 2, 07743 Jena, Germany","031bsb921","FP_wrong","","University of Mannheim"
"7198980","Institute for Mathematical Stochastics, TU Dresden, Zellescher Weg 12–14, 01069 Dresden, Germany","042aqky30","TP","","Technische Universität Dresden"
"7198981","Taras Shevchenko National University of Kyiv, Kyiv, Ukraine","02aaqv166","TP","","Taras Shevchenko National University of Kyiv"
"7198982","Complutense University of Madrid and European Central Bank. Directorate Macroprudential Policy and Financial Stability, European Central Bank, Sonnemannstrasse 20, 60322Frankfurt, Germany","00ajckn66;00ajckn66","FP_partial","","European Central Bank"
"7198983","Technische Universität Dortmund","01k97gp34","TP","","TU Dortmund University"
"7198983","Technische Universität Dresden","042aqky30","TP","","Technische Universität Dresden"
"7198984","Department of Economics, University of Toronto, 150 St. George St., Toronto, ON M5S 3G7, Canada; Phone: (416) 978-4479","03dbr7087","TP","","University of Toronto"
"7198984","Department of Economics, University of Toronto, 150 St. George St., Toronto, ON M5S 3G7, Canada","03dbr7087","TP","","University of Toronto"
"7198985","AGM UMR8088 UniversityParis-Seine and CIMFAV, Universidad de Valparaiso, Chile","00h9jrb69","TP","","University of Valparaíso"
"7198985","CAM, Tianjin University, Tianjin, China","012tb2g32","TP","","Tianjin University"
"7198985","CREST, ENSAE, Université Paris Saclay","01fz7mn40","TP","","ENSAE Paris"
"7198986","CREST, ENSAE, Université Paris Saclay","03xjwb503","TP","","Université Paris-Saclay"
"7198986","Lehrstuhl für Finanzmathematik, Technische Universität München, Garching, Germany.","02kkvpp62","TP","","Technical University of Munich"
"7198986","Department of Mathematics and Statistics, McGill University, Montréal (Québec) Canada.","01pxwe438","TP","","McGill University"
"7198987","University of Bremen, Germany","04ers2y35","TP","","University of Bremen"
"7198987","Taras Shevchenko National University of Kyiv","02aaqv166","TP","","Taras Shevchenko National University of Kyiv"
"7198987","École des Ponts ParisTech, France","02nwvxz07","TP","","École nationale des ponts et chaussées"
"7198987","Carl von Ossietzky Universität Oldenburg, Germany","033n9gh91","TP","","Carl von Ossietzky Universität Oldenburg"
"7198988","XAIA Investment GmbH, Sonnenstr. 19, 80331München, Germany","","TN","",""
"7198989","Department of Mathematics & Statistics, University of Nevada, Reno, NV 89557, USA","01keh0577","TP","","University of Nevada, Reno"
"7198990","Department of Statistics and Quantitative Methods, University of Milano-Bicocca, Via Bicocca degli Arcimboldi,8, 20126Milano","01ynf4891","TP","","University of Milano-Bicocca"
"7198990","College of Social Sciences, Ritsumeikan University, 56-1 Tojiin Kitamachi, Kyoto603-8577Japan","0197nmd03","TP","","Ritsumeikan University"
"7198991","Kath. Universität Eichstätt-Ingolstadt","024nr0776;00mx91s63","FP_partial","","Catholic University of Eichstätt-Ingolstadt;Catholic University of Applied Sciences of North Rhine – Westphalia"
"7198992","Institute of Mathematics, University of Würzburg, Würzburg, Germany","00fbnyb24","TP","","University of Würzburg"
"7198992","School of Mathematical Sciences, University of Nottingham, Nottingham, UK","01ee9ar58","TP","","University of Nottingham"
"7198993","Département de mathématiques et d’informatique, Université du Québec à Trois-Rivières, C.P. 500, Trois-Rivières (Québec) CanadaG9A 5H7","02xrw9r68","TP","","Université du Québec à Trois-Rivières"
"7198994","CREST-ENSAE and University of Twente, 5 Drienerlolaan, 7522 NB Enschede, Netherlands","","FN","",""
"7198994","CREST-ENSAE, 5, avenue Henry Le Chatelier, 91764Palaiseau cedex, France","0449khs19","FP_wrong","","Centre de Recherche en Économie et Statistique"
"7198995","Institute of Mathematics, University of Warsaw, Poland","039bjqg32","TP","","University of Warsaw"
"7198996","Department of Mathematics and Statistics, Zayed University, P.O. Box 144534, Abu Dhabi, United Arab Emirates","03snqfa66","TP","","Zayed University"
"7198996","Département de mathématiques et d’informatique, Université du Québec à Trois-Rivières, C.P. 500, Trois-Rivières (Québec) Canada G9A 5H7","02xrw9r68","TP","","Université du Québec à Trois-Rivières"
"7198996","Department of Mathematics and Statistics, University of Ottawa, STEM Complex, room 336, 150 Louis-Pasteur Pvt Ottawa, ON, Canada K1N 6N5","03c4mmv16","TP","","University of Ottawa"
"7198997","Department of Applied Math and Statistics, Stony Brook University","05qghxh33","TP","","Stony Brook University"
"7198997","Industrial and Systems Engineering, University of Florida","02y3ad647","TP","","University of Florida"
"7198998","Université de Poitiers","04xhy8q59","TP","","Université de Poitiers"
"7199016","Department of Mathematics G. Castelnuovo, Sapienza University of Rome, Italy","02be6w209","TP","","Sapienza University of Rome"
"7199016","Laboratoire J.A. Dieudonné, University of Nice Sophia Antipolis, France","04pcdsm76","TP","","Interdisciplinary University of Paris"
"7199017","Department of Industrial Engineering, University of Florence, Italy. Member of the INdAM Research Group GNCS.","04jr1s763","TP","","University of Florence"
"7199018","Department of Industrial Engineering, University of Florence, Italy. Member of the INdAM Research Group GNCS.","02rnys730","TP","","Gruppo Nazionale per il Calcolo Scientifico"
"7199017","Department of Mathematics and Informatics, Faculty of Sciences, University of Novi Sad, Serbia","00xa57a59","TP","","University of Novi Sad"
"7199018","Department of Mathematical Sciences, Politecnico di Torino, Italy","00bgk9508","TP","","Polytechnic University of Turin"
"7199018","Department of Mathematical, Physical and Computer Sciences, University of Parma, Italy","02k7wn190","TP","","University of Parma"
"7199019","CNR-IAC – National Research Council - Istituto per le Applicazioni del Calcolo “Mauro Picone” - Via dei Taurini 19, 00185Rome, Italy","02fkw1114","FP_wrong","","Institute for the Chemistry of OrganoMetallic Compounds"
"7199020","University of Tabriz","01papkj44","TP","","University of Tabriz"
"7199020","Muğla Sıtkı Koçman University","05n2cz176","TP","","Muğla University"
"7199021","Islamic Azad University","02558wk32","FP_wrong","","Islamic Azad University, Arak"
"7199021","Bahcesehir University","00yze4d93","TP","","Bahçeşehir University"
"7199021","Imam Khomeini International University","02jeykk09","TP","","Imam Khomeini International University"
"7199022","Al Nahrain University","000c39f30","TP","","Al Ain Hospital"
"7199023","Al Nahrain University","05v2p9075","TP","","Nahrain University"
"7199022","UCSI University","019787q29","TP","","UCSI University"
"7199022","Hacettepe University","04kwvgz42","TP","","Hacettepe University"
"7199023","Harran University","057qfs197","TP","","Harran University"
"7199023","Karnatak University","05ajnv358","TP","","Karnatak University"
"7199024","Abdul Wali Khan University Mardan","00gq7p328;03h8f2y52","FP_wrong","","Zhangir Khan West Kazakhstan Agrarian Technical University;Walisongo State Islamic University"
"7199024","Hazara University Mansehra","018y22094","TP","","Hazara University"
"7199025","Aligarh Muslim University","03kw9gc02","TP","","Aligarh Muslim University"
"7199026","Golestan University","046nf9z89","TP","","Golestan University"
"7199027","Islamic Azad University","02558wk32","FP_wrong","","Islamic Azad University, Arak"
"7199027","Allameh Tabataba’i University","02cc4gc68","TP","","Allameh Tabataba'i University"
"7199028","Semnan University","029gksw03","TP","","Semnan University"
"7199028","Kharazmi University","05hsgex59","TP","","Kharazmi University"
"7199029","National Institute of Technology Warangal","017ebfz38","TP","","National Institute of Technology Warangal"
"7199030","Abdul Wali Khan University","00zdyy359;03b9y4e65","FP_partial","","Abdullah Gül University;Abdul Wali Khan University Mardan"
"7199031","Kharazmi University","05hsgex59","TP","","Kharazmi University"
"7199032","Bartin University","03te4vd35","TP","","Bartin University"
"7199033","Islamic Azad University","02558wk32","TP","","Islamic Azad University, Arak"
"7199033","Iran University of Science and Technology, Narmak","01jw2p796","TP","","Iran University of Science and Technology"
"7199034","Azarbaijan Shahid Madani University","05pg2cw06;05pg2cw06","TP","","Azarbaijan Shahid Madani University"
"7199035","Shahid Rajaee Teacher Training University","02nkz4493","TP","","Shahid Rajaee Teacher Training University"
"7199036","University of Engineering and Technology","05db8zr24","FP_wrong","","NED University of Engineering and Technology"
"7199039","King Abdulaziz University","02ma4wv74","TP","","King Abdulaziz University"
"7199039","International Islamic University","03s9hs139","FP_wrong","","International Islamic University Malaysia"
"7199039","Taiz University","03jwcxq96","TP","","Taiz University"
"7199040","Ferdowsi University of Mashhad","00g6ka752","TP","","Ferdowsi University of Mashhad"
"7199041","St. Thomas College, Palai","027b9hx20","FP_wrong","","St. Thomas Aquinas College"
"7199042","University of Kırıkkale","05vf56z40","FP_wrong","","University of Tehran"
"7199043","Matrouh University","006wtk122","TP","","Matrouh University"
"7199043","Cairo University","03q21mh05","TP","","Cairo University"
"7199047","University of Yaounde 1","022zbs961","TP","","Université de Yaoundé I"
